"Anno";"CodiceIstat";"DenominazioneComune";"LocalitDiSvolgimento";"Tipologia";"GiorniDiMercato";"Cadenza";"Periodicit";"PosteggiOccupatialimentarieNonAlimentari";"PosteggiOccupatialimentari";"PosteggiOccupatinonAlimentari";"PosteggiOccupatiproduttoriagricoli";"TotalePosteggioccupati";"PosteggiLiberialimentarieNonAlimentari";"PosteggiLiberialimentari";"PosteggiLiberinonAlimentari";"PosteggiLiberiproduttoriagricoli";"TotalePosteggiliberi";"TotalePosteggi";"Prov";""
"2014";" 001090 ";"COLLEGNO";"SAVONERA";"Mercato";"lun.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"12";"0";"0";"0";"12";"12";"Torino";""
"2014";" 001099 ";"DRUENTO";"C.SO CARLO BRERO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"14";"23";"3";"40";"0";"0";"7";"0";"7";"47";"Torino";""
"2014";" 001108 ";"FRASSINETTO";"VIA ROMA";"Mercato";"dom.";"Settimanale";"Annuale";"0";"2";"2";"0";"4";"0";"1";"1";"2";"4";"8";"Torino";""
"2014";" 001099 ";"DRUENTO";"C.SO CARLO BRERO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"13";"15";"2";"30";"0";"4";"7";"0";"11";"41";"Torino";""
"2014";" 001080 ";"CHIOMONTE";"Piazza Balb de Roche Brune";"Mercato";"gio.";"Settimanale";"Annuale";"0";"5";"1";"0";"6";"0";"0";"0";"0";"0";"6";"Torino";""
"2014";" 001101 ";"FAVRIA";"PIAZZA REPUBBLICA, C.SO MATTEOTTI, VIA DEL PORTONE, PIAZZA MARTIRI";"Mercato";"mar.";"Settimanale";"Annuale";"0";"8";"20";"8";"36";"0";"2";"11";"0";"13";"49";"Torino";""
"2014";" 001109 ";"FRONT";"Via Perino piazzale antistante il Campo Sportivo";"Mercato";"dom.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"0";"50";"0";"50";"50";"Torino";""
"2014";" 001090 ";"COLLEGNO";"VIA PASUBIO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"42";"56";"5";"103";"5";"0";"0";"1";"6";"109";"Torino";""
"2014";" 001082 ";"CHIVASSO";"AREA CHIND POSTEGGIO STRADA PER CALUSO";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001098 ";"CUORGNE'";"PIAZZE: MARTIRI-MORGANDO-PINELLI-BOETTO-VIA ARDUINO-VIA GARIBALDI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"32";"158";"8";"198";"0";"5";"11";"1";"17";"215";"Torino";""
"2014";" 001103 ";"FENESTRELLE";"Viale Martiri della Liberta'";"Mercato";"dom.";"Settimanale";"Annuale";"0";"3";"11";"2";"16";"0";"0";"0";"1";"1";"17";"Torino";""
"2014";" 001104 ";"FIANO";"PIAZZA XXV APRILE, 1";"Mercato";"gio.";"Settimanale";"Annuale";"0";"8";"8";"0";"16";"0";"3";"0";"1";"4";"20";"Torino";""
"2014";" 001082 ";"CHIVASSO";"CENTRO STORICO/P.ZZA D'ARMI NORD E SUD/FORO BOARIO/V.LE MATTEOTTI";"Mercato";"mer.";"Settimanale";"Annuale";"0";"62";"238";"74";"374";"0";"5";"3";"5";"13";"387";"Torino";""
"2014";" 001082 ";"CHIVASSO";"VIA FAVORITA (PRESSO CIMITERO)";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001105 ";"FIORANO CANAVESE";"VIA IVREA";"Mercato";"mar.";"Settimanale";"Annuale";"0";"1";"1";"0";"2";"0";"0";"0";"0";"0";"2";"Torino";""
"2014";" 001109 ";"FRONT";"PIAZZA IV NOVEMBRE";"Mercato";"mer.";"Settimanale";"Annuale";"0";"2";"1";"0";"3";"0";"1";"1";"0";"2";"5";"Torino";""
"2014";" 001089 ";"COAZZE";"piazza I Maggio - Piazza Cordero di Pamparato";"Mercato";"ven.";"Settimanale";"Annuale";"0";"11";"13";"7";"31";"0";"0";"6";"0";"6";"37";"Torino";""
"2014";" 001097 ";"CUMIANA";"PIAZZA MARTIRI III APRILE";"Mercato";"ven.";"Settimanale";"Annuale";"0";"17";"39";"0";"56";"0";"0";"2";"2";"4";"60";"Torino";""
"2014";" 001103 ";"FENESTRELLE";"centro citt�";"Posteggio isolato";"dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001090 ";"COLLEGNO";"PIAZZA DELLA CONCORDIA";"Mercato";"gio.";"Settimanale";"Annuale";"2";"32";"55";"3";"92";"1";"0";"0";"1";"2";"94";"Torino";""
"2014";" 001106 ";"FOGLIZZO";"PIAZZA TORINIO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"8";"8";"2";"18";"0";"3";"5";"1";"9";"27";"Torino";""
"2014";" 001115 ";"GIAVENO";"CENTRO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"22";"93";"28";"143";"0";"0";"12";"0";"12";"155";"Torino";""
"2014";" 001082 ";"CHIVASSO";"VIA FAVORITA c/o Cimitero";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001082 ";"CHIVASSO";"CORSO G. FERRARIS LATO DX INGRESSO PRINCIPALE OSPEDALE";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001082 ";"CHIVASSO";"VIA B. BRADAC";"Mercato";"mar.";"Settimanale";"Annuale";"5";"0";"0";"0";"5";"12";"0";"0";"0";"12";"17";"Torino";""
"2014";" 001082 ";"CHIVASSO";"Via dei Carabinieri";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001086 ";"CIRIE'";"VIA ROBASSOMERO/VIA DELLA REPUBBLICA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001086 ";"CIRIE'";"PIAZZA VITTIME DELL'I.P.C.A.";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001094 ";"CORIO";"VIA PIANO AUDI N. 8";"Mercato";"lun.";"Settimanale";"Annuale";"0";"6";"8";"3";"17";"9";"0";"0";"0";"9";"26";"Torino";""
"2014";" 001112 ";"GASSINO TORINESE";"VIA FORATELLA";"Mercato";"gio. sab.";"Settimanale";"Annuale";"0";"52";"68";"22";"142";"0";"4";"40";"2";"46";"188";"Torino";""
"2014";" 001082 ";"CHIVASSO";"PIAZZA D'ARMI SUD";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001092 ";"COLLERETTO GIACOSA";"Piazza Guido Rossa";"Mercato";"mar.";"Settimanale";"Annuale";"1";"3";"1";"1";"6";"0";"0";"0";"0";"0";"6";"Torino";""
"2014";" 001093 ";"CONDOVE";"Piazza Martiri Libert�, Viale Bauchiero, Via Battisti, Via I� Maggio";"Mercato";"mer.";"Settimanale";"Annuale";"0";"38";"64";"5";"107";"0";"2";"0";"1";"3";"110";"Torino";""
"2014";" 001082 ";"CHIVASSO";"PIAZZALE LUCIO LIBERTINI";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001082 ";"CHIVASSO";"PIAZZALE DAC 2";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001082 ";"CHIVASSO";"AREA CHIND POSTEGGIO STRADA PER CALUSO";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001102 ";"FELETTO";"PIAZZALE VIA GHIONE";"Mercato";"ven.";"Settimanale";"Annuale";"0";"9";"6";"0";"15";"6";"0";"0";"1";"7";"22";"Torino";""
"2014";" 001107 ";"FORNO CANAVESE";"PIAZZA EX AREA OBERT";"Mercato";"sab.";"Settimanale";"Annuale";"1";"7";"8";"1";"17";"1";"1";"1";"0";"3";"20";"Torino";""
"2014";" 001110 ";"FROSSASCO";"PIAZZA CAVALIERI DI VITTORIO VENETO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"5";"5";"2";"12";"0";"0";"0";"0";"0";"12";"Torino";""
"2014";" 001086 ";"CIRIE'";"PIAZZA CASTELLO LATO NORD";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001102 ";"FELETTO";"p.zza Aprato";"Mercato";"mer.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"2";"Torino";""
"2014";" 001115 ";"GIAVENO";"centro storico";"Mercato";"dom.";"Quindicinale";"Annuale";"0";"0";"149";"0";"149";"0";"0";"0";"0";"0";"149";"Torino";""
"2014";" 001115 ";"GIAVENO";"VIALE REGINA ELENA";"Mercato";"lun. mar. mer. gio. ven. dom.";"Settimanale";"Annuale";"0";"0";"0";"15";"15";"0";"0";"0";"6";"6";"21";"Torino";""
"2014";" 001134 ";"LOCANA";"VIA ROMA";"Mercato";"mer.";"Settimanale";"Annuale";"0";"6";"9";"2";"17";"0";"6";"9";"0";"15";"32";"Torino";""
"2014";" 001161 ";"MONTANARO";"Piazza L. Massa";"Mercato";"sab.";"Settimanale";"Annuale";"0";"11";"19";"2";"32";"0";"0";"1";"0";"1";"33";"Torino";""
"2014";" 001161 ";"MONTANARO";"Via C. Battisti - Via Roma - Via Cavour - Via Caluso";"Mercato";"sab.";"Settimanale";"Annuale";"63";"0";"0";"4";"67";"0";"0";"0";"0";"0";"67";"Torino";""
"2014";" 001164 ";"NICHELINO";"PIAZZA CAMANDONA ANGOLO VIA DEI MARTIRI";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001115 ";"GIAVENO";"PIAZZE CENTRALI";"Mercato";"dom.";"Quindicinale";"Stagionale";"0";"10";"201";"0";"211";"0";"0";"0";"0";"0";"211";"Torino";""
"2014";" 001125 ";"IVREA";"VIA CIRCONVALLAZIONE";"Mercato";"ven.";"Settimanale";"Annuale";"0";"2";"268";"0";"270";"0";"0";"5";"0";"5";"275";"Torino";""
"2014";" 001156 ";"MONCALIERI";"piazzale centro commerciale CARREFOUR";"Mercato";"mar.";"Settimanale";"Annuale";"10";"0";"0";"1";"11";"11";"0";"0";"2";"13";"24";"Torino";""
"2014";" 001162 ";"MONTEU DA PO";"PIAZZA BAVA";"Mercato";"lun.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"1";"3";"8";"2";"14";"15";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Via Gramsci";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Via G. Deledda";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001120 ";"GRUGLIASCO";"VIA LEON TRON";"Mercato";"mar.";"Settimanale";"Annuale";"6";"25";"43";"3";"77";"0";"1";"0";"2";"3";"80";"Torino";""
"2014";" 001147 ";"MATTIE";"VIA ROMA N. 4";"Mercato";"mer.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"3";"0";"0";"3";"6";"6";"Torino";""
"2014";" 001156 ";"MONCALIERI";"Piazza Marconi";"Mercato";"mar.";"Settimanale";"Annuale";"42";"0";"0";"1";"43";"11";"0";"0";"3";"14";"57";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Strada Torino";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001130 ";"LEINI'";"PIAZZA 1ﾰ MAGGIO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"33";"30";"8";"71";"0";"3";"4";"0";"7";"78";"Torino";""
"2014";" 001155 ";"MONASTERO DI LANZO";"MONASTERO DI LANZO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"4";"1";"8";"0";"0";"0";"0";"0";"8";"Torino";""
"2014";" 001156 ";"MONCALIERI";"Piazza Beria";"Mercato";"sab.";"Settimanale";"Annuale";"2";"0";"0";"0";"2";"1";"0";"0";"0";"1";"3";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Piazza De Amicis";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001128 ";"LANZO TORINESE";"VIA DELLE VALLI 16";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001156 ";"MONCALIERI";"Piazza Brennero";"Mercato";"lun.";"Settimanale";"Annuale";"110";"0";"0";"3";"113";"1";"0";"0";"2";"3";"116";"Torino";""
"2014";" 001164 ";"NICHELINO";"VIA TORINO ANG. VIA GALIMBERTI";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001164 ";"NICHELINO";"PIAZZA LIBERTA'";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"Torino";""
"2014";" 001164 ";"NICHELINO";"VIA GOZZANO";"Mercato";"lun.";"Settimanale";"Annuale";"14";"8";"4";"2";"28";"14";"8";"4";"2";"28";"56";"Torino";""
"2014";" 001125 ";"IVREA";"VIA LAGO SIRIO";"Mercato";"ven.";"Settimanale";"Annuale";"0";"1";"13";"6";"20";"0";"0";"0";"2";"2";"22";"Torino";""
"2014";" 001125 ";"IVREA";"VIA MONTESTELLA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"53";"6";"20";"79";"0";"14";"0";"12";"26";"105";"Torino";""
"2014";" 001130 ";"LEINI'";"PIAZZA 1ﾰ MAGGIO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"30";"72";"4";"106";"0";"0";"2";"0";"2";"108";"Torino";""
"2014";" 001164 ";"NICHELINO";"PIAZZA LIBERTA' SS. TRINITA'";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001164 ";"NICHELINO";"PIAZZA PERTINI";"Mercato";"mar.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"0";"1";"0";"1";"3";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Piazza della Pace";"Mercato";"mer.";"Settimanale";"Annuale";"230";"40";"0";"30";"300";"9";"9";"0";"12";"30";"330";"Torino";""
"2014";" 001118 ";"GROSCAVALLO";"Pialpetta-P.zza 8 Villaggi";"Mercato";"mer.";"Settimanale";"Stagionale";"7";"6";"5";"0";"18";"0";"0";"0";"0";"0";"18";"Torino";""
"2014";" 001146 ";"MATHI";"PIAZZA DON BURZIO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"14";"18";"0";"32";"0";"4";"9";"0";"13";"45";"Torino";""
"2014";" 001156 ";"MONCALIERI";"Centro Storico";"Mercato";"ven.";"Settimanale";"Annuale";"89";"14";"0";"3";"106";"6";"1";"0";"5";"12";"118";"Torino";""
"2014";" 001161 ";"MONTANARO";"Piazza Donatori Sangue";"Mercato";"gio.";"Settimanale";"Annuale";"0";"1";"3";"5";"9";"0";"0";"0";"0";"0";"9";"Torino";""
"2014";" 001166 ";"NOLE";"VIA DEVESI (piazzale Ex Erber)";"Mercato";"mer.";"Settimanale";"Annuale";"0";"13";"20";"0";"33";"7";"0";"0";"2";"9";"42";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Via Allende / Via Amendola";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001124 ";"ISSIGLIO";"piazzale corso umberto";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001128 ";"LANZO TORINESE";"VIA TORINO";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001136 ";"LOMBRIASCO";"VIA CESARE PONTE";"Mercato";"ven.";"Settimanale";"Annuale";"2";"2";"1";"0";"5";"6";"0";"0";"0";"6";"11";"Torino";""
"2014";" 001156 ";"MONCALIERI";"Piazza Panissera";"Mercato";"gio.";"Settimanale";"Annuale";"12";"0";"0";"1";"13";"16";"0";"0";"2";"18";"31";"Torino";""
"2014";" 001166 ";"NOLE";"PIAZZA V. EMANUELE";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Strada Volvera";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001120 ";"GRUGLIASCO";"VIALE ECHIROLLES/VIA LEON TRON";"Mercato";"sab.";"Settimanale";"Annuale";"12";"41";"116";"8";"177";"0";"0";"0";"2";"2";"179";"Torino";""
"2014";" 001131 ";"LEMIE";"PIAZZA DON GIRARDI";"Mercato";"dom.";"Settimanale";"Stagionale";"0";"3";"3";"0";"6";"0";"0";"0";"0";"0";"6";"Torino";""
"2014";" 001148 ";"MAZZE'";"PIAZZA DELLA REPUBBLICA";"Mercato";"sab.";"Settimanale";"Annuale";"0";"5";"3";"0";"8";"0";"2";"2";"1";"5";"13";"Torino";""
"2014";" 001152 ";"MEZZENILE";"PIAZZA SAN ROCCO - VIA VILLA INFERIORE";"Mercato";"ven.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"5";"7";"2";"14";"15";"Torino";""
"2014";" 001156 ";"MONCALIERI";"Piazza S. Maria";"Mercato";"mer.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"24";"0";"0";"1";"25";"26";"Torino";""
"2014";" 001164 ";"NICHELINO";"PIAZZA C. A. DALLA CHIESA";"Mercato";"sab.";"Settimanale";"Annuale";"0";"50";"105";"14";"169";"0";"1";"2";"1";"4";"173";"Torino";""
"2014";" 001125 ";"IVREA";"VIA MONTESTELLA";"Mercato";"mar.";"Settimanale";"Annuale";"0";"29";"3";"20";"52";"0";"24";"10";"12";"46";"98";"Torino";""
"2014";" 001127 ";"LA LOGGIA";"Piazza L. Einaudi";"Mercato";"sab.";"Settimanale";"Annuale";"27";"0";"0";"3";"30";"13";"0";"0";"1";"14";"44";"Torino";""
"2014";" 001140 ";"LUSERNETTA";"PIAZZA SANT' ANTONIO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"0";"0";"0";"0";"3";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Strada Stupinigi";"Posteggio isolato";"lun. mar. mer. gio. ven. sab.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001125 ";"IVREA";"CANTON MARIDON - SAN GRATO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"4";"3";"1";"8";"0";"7";"11";"0";"18";"26";"Torino";""
"2014";" 001128 ";"LANZO TORINESE";"PIAZZA PERADOTTO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"0";"0";"9";"9";"0";"0";"0";"0";"0";"9";"Torino";""
"2014";" 001164 ";"NICHELINO";"PIAZZA A. MORO";"Mercato";"mar.";"Settimanale";"Annuale";"0";"2";"2";"2";"6";"9";"0";"0";"0";"9";"15";"Torino";""
"2014";" 001164 ";"NICHELINO";"PIAZZA A. MORO";"Mercato";"gio.";"Settimanale";"Annuale";"14";"0";"0";"1";"15";"0";"0";"0";"0";"0";"15";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Via Marconi";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001174 ";"OSASIO";"piazza castello";"Mercato";"mar.";"Settimanale";"Annuale";"0";"2";"2";"0";"4";"0";"0";"0";"0";"0";"4";"Torino";""
"2014";" 001120 ";"GRUGLIASCO";"VIA BARACCA";"Mercato";"ven.";"Settimanale";"Annuale";"0";"5";"1";"0";"6";"0";"7";"10";"2";"19";"25";"Torino";""
"2014";" 001129 ";"LAURIANO";"PIAZZA RISORGIMENTO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"5";"4";"0";"9";"0";"0";"0";"1";"1";"10";"Torino";""
"2014";" 001156 ";"MONCALIERI";"Piazza Vico";"Mercato";"sab.";"Settimanale";"Annuale";"5";"0";"0";"2";"7";"47";"0";"0";"1";"48";"55";"Torino";""
"2014";" 001160 ";"MONTALTO DORA";"Via Ivrea";"Mercato";"mer.";"Settimanale";"Annuale";"0";"5";"2";"0";"7";"0";"1";"4";"8";"13";"20";"Torino";""
"2014";" 001164 ";"NICHELINO";"PIAZZA S. QUIRICO";"Mercato";"mer.";"Settimanale";"Annuale";"1";"19";"21";"10";"51";"9";"0";"0";"1";"10";"61";"Torino";""
"2014";" 001168 ";"NONE";"P.CAVOUR/V.BECCARIA parte/VIA STAZIONE/V.S.ROCCO/P.RUBIANO/V.ROMA parte";"Mercato";"gio.";"Settimanale";"Annuale";"0";"24";"72";"10";"106";"0";"0";"0";"0";"0";"106";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Piazza Silvio Pellico";"Mercato";"sab.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"8";"20";"0";"28";"30";"Torino";""
"2014";" 001171 ";"ORBASSANO";"Piazza Rondini";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"Torino";""
"2014";" 001116 ";"GIVOLETTO";"P.ZZA DELLA CONCORDIA";"Mercato";"mar.";"Settimanale";"Annuale";"0";"2";"0";"0";"2";"0";"4";"0";"1";"5";"7";"Torino";""
"2014";" 001125 ";"IVREA";"CANTON MARIDON - SAN GRATO";"Mercato";"sab.";"Settimanale";"Annuale";"0";"11";"10";"1";"22";"0";"0";"4";"0";"4";"26";"Torino";""
"2014";" 001126 ";"LA CASSA";"Piazza Michele GALETTO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"6";"3";"1";"10";"2";"0";"0";"0";"2";"12";"Torino";""
"2014";" 001128 ";"LANZO TORINESE";"VIA UMBERTO I - PIAZZA ROLLE";"Mercato";"mar.";"Settimanale";"Annuale";"0";"32";"96";"10";"138";"0";"0";"0";"0";"0";"138";"Torino";""
"2014";" 001135 ";"LOMBARDORE";"piazza Don Lanterno";"Mercato";"mer.";"Settimanale";"Annuale";"0";"3";"0";"0";"3";"0";"2";"1";"1";"4";"7";"Torino";""
"2014";" 001137 ";"LORANZE'";"Piazza della Liberta'";"Mercato";"gio.";"Settimanale";"Annuale";"0";"5";"4";"1";"10";"0";"0";"0";"0";"0";"10";"Torino";""
"2014";" 001139 ";"LUSERNA SAN GIOVANNI";"zona Airali";"Mercato";"ven.";"Settimanale";"Annuale";"0";"19";"46";"22";"87";"13";"0";"0";"6";"19";"106";"Torino";""
"2014";" 001141 ";"LUSIGLIE'";"PIAZZA MARTIRI";"Mercato";"mar.";"Settimanale";"Annuale";"0";"2";"1";"0";"3";"1";"0";"1";"0";"2";"5";"Torino";""
"2014";" 001164 ";"NICHELINO";"VIA CALATAFIMI ANG. VIA QUARTO";"Posteggio isolato";"lun. mar. mer. gio. ven.";"Settimanale";"Annuale";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001164 ";"NICHELINO";"VIA XXV APRILE ANG. VIA STUPINIGI";"Posteggio isolato";"dom.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001164 ";"NICHELINO";"VIALE RIMEMBRANZA";"Posteggio isolato";"lun. mar. mer. gio. ven. sab. dom.";"Settimanale";"Stagionale";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001170 ";"OGLIANICO";"PIAZZA RICETTI";"Mercato";"ven.";"Settimanale";"Annuale";"0";"4";"5";"0";"9";"0";"0";"0";"0";"0";"9";"Torino";""
"2014";" 001132 ";"LESSOLO";"PIAZZA DEL MERCATO";"Mercato";"mer.";"Settimanale";"Annuale";"0";"6";"8";"0";"14";"0";"0";"0";"4";"4";"18";"Torino";""
"2014";" 001161 ";"MONTANARO";"Piazza Luigi Massa";"Mercato";"mar.";"Settimanale";"Annuale";"0";"7";"6";"2";"15";"0";"0";"0";"0";"0";"15";"Torino";""
"2014";" 001176 ";"OZEGNA";"PIAZZA UMBERTO I";"Mercato";"mar.";"Settimanale";"Annuale";"0";"3";"2";"0";"5";"0";"0";"0";"0";"0";"5";"Torino";""
"2014";" 001192 ";"PINO TORINESE";"PIAZZA MUNICIPIO";"Mercato";"gio.";"Settimanale";"Annuale";"0";"9";"4";"4";"17";"0";"2";"4";"3";"9";"26";"Torino";""
"2014";" 001194 ";"PIOSSASCO";"VIA KENNEDY - PIAZZA PERTINI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"21";"57";"9";"87";"3";"0";"0";"0";"3";"90";"Torino";""
"2014";" 001199 ";"PONT-CANAVESE";"Piazza Craveri e Via Caviglione";"Mercato";"lun.";"Settimanale";"Annuale";"0";"13";"24";"2";"39";"9";"0";"0";"0";"9";"48";"Torino";""
"2014";" 001223 ";"ROMANO CANAVESE";"VIA DEI FIORI";"Posteggio isolato";"sab.";"Settimanale";"Annuale";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"Torino";""
"2014";" 001177 ";"PALAZZO CANAVESE";"PIAZZALE CIMITERO";"Posteggio isolato";"mer.";"Settimanale";"Annuale";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"Torino";""
"2014";" 001194 ";"PIOSSASCO";"VIA DANTE ALIGHIERI";"Mercato";"gio.";"Settimanale";"Annuale";"0";"19";"31";"5";"55";"0";"1";"4";"0";"5";"60";"Torino";""
"2014";" 001195 ";"PISCINA";"PIAZZA EUGENIA CORTI";"Mercato";"lun.";"Settimanale";"Annuale";"0";"8";"16";"5";"29";"0";"0";"0";"0";"0";"29";"Torino";""
